user_id,assigned_group,personality_type,travel_frequency
13181,A,efficiency-oriented,weekly
13182,A,efficiency-oriented,rarely
13183,A,comfort-oriented,daily
13184,A,efficiency-oriented,daily
13185,B,efficiency-oriented,daily
13186,B,efficiency-oriented,weekly
13187,A,efficiency-oriented,daily
13188,B,efficiency-oriented,daily
13189,B,comfort-oriented,rarely
13190,B,efficiency-oriented,daily
13191,B,comfort-oriented,daily
13192,A,comfort-oriented,daily
13193,A,comfort-oriented,daily
13194,B,efficiency-oriented,weekly
13195,B,neutral,daily
13196,B,efficiency-oriented,daily
13197,B,neutral,weekly
13198,B,comfort-oriented,daily
13199,A,efficiency-oriented,daily
13200,A,neutral,daily
13201,A,efficiency-oriented,daily
13202,B,comfort-oriented,weekly
13203,B,neutral,daily
13204,B,efficiency-oriented,rarely
13205,B,comfort-oriented,daily
13206,B,comfort-oriented,daily
13207,B,comfort-oriented,daily
13208,B,efficiency-oriented,weekly
13209,A,efficiency-oriented,weekly
13210,B,efficiency-oriented,daily
13211,B,efficiency-oriented,daily
13212,A,efficiency-oriented,daily
13213,A,efficiency-oriented,daily
13214,B,efficiency-oriented,daily
13215,A,efficiency-oriented,rarely
13216,A,efficiency-oriented,weekly
13217,A,comfort-oriented,weekly
13218,B,neutral,weekly
13219,B,efficiency-oriented,daily
13220,A,comfort-oriented,weekly
13221,A,comfort-oriented,daily
13222,B,efficiency-oriented,daily
13223,B,comfort-oriented,weekly
13224,B,comfort-oriented,daily
13225,A,neutral,daily
13226,A,neutral,weekly
13227,A,comfort-oriented,daily
13228,B,neutral,weekly
13229,A,efficiency-oriented,daily
13230,A,efficiency-oriented,rarely
13231,A,efficiency-oriented,rarely
13232,A,comfort-oriented,daily
13233,B,efficiency-oriented,weekly
13234,A,comfort-oriented,daily
13235,B,comfort-oriented,daily
13236,B,comfort-oriented,daily
13237,A,efficiency-oriented,daily
13238,B,comfort-oriented,daily
13239,B,efficiency-oriented,daily
13240,B,efficiency-oriented,daily
13241,A,neutral,rarely
13242,A,efficiency-oriented,weekly
13243,A,efficiency-oriented,daily
13244,B,comfort-oriented,rarely
13245,B,efficiency-oriented,daily
13246,B,comfort-oriented,daily
13247,A,comfort-oriented,weekly
13248,A,efficiency-oriented,daily
13249,B,efficiency-oriented,daily
13250,A,comfort-oriented,daily
13251,B,comfort-oriented,rarely
13252,A,efficiency-oriented,daily
13253,A,efficiency-oriented,daily
13254,A,neutral,weekly
13255,A,efficiency-oriented,weekly
13256,A,comfort-oriented,daily
13257,A,comfort-oriented,daily
13258,A,efficiency-oriented,daily
13259,A,efficiency-oriented,daily
13260,A,comfort-oriented,daily
13261,B,comfort-oriented,rarely
13262,A,efficiency-oriented,daily
13263,B,efficiency-oriented,rarely
13264,B,comfort-oriented,rarely
13265,B,comfort-oriented,daily
13266,B,comfort-oriented,weekly
13267,A,efficiency-oriented,daily
13268,B,efficiency-oriented,rarely
13269,B,comfort-oriented,rarely
13270,B,efficiency-oriented,daily
13271,A,efficiency-oriented,daily
13272,A,comfort-oriented,daily
13273,A,efficiency-oriented,daily
13274,B,efficiency-oriented,daily
13275,B,comfort-oriented,daily
13276,A,comfort-oriented,rarely
13277,B,neutral,weekly
13278,B,comfort-oriented,daily
13279,A,comfort-oriented,rarely
13280,B,comfort-oriented,daily
13281,B,efficiency-oriented,daily
13282,A,efficiency-oriented,daily
13283,B,comfort-oriented,daily
13284,A,efficiency-oriented,weekly
13285,B,efficiency-oriented,daily
13286,B,efficiency-oriented,daily
13287,B,comfort-oriented,daily
13288,A,neutral,daily
13289,A,neutral,weekly
13290,A,comfort-oriented,daily
13291,B,efficiency-oriented,rarely
13292,A,efficiency-oriented,daily
13293,B,efficiency-oriented,daily
13294,A,comfort-oriented,weekly
13295,A,efficiency-oriented,daily
13296,A,comfort-oriented,rarely
13297,B,comfort-oriented,daily
13298,B,efficiency-oriented,daily
13299,A,efficiency-oriented,daily
13300,A,efficiency-oriented,daily
13301,B,comfort-oriented,rarely
13302,A,efficiency-oriented,daily
13303,B,efficiency-oriented,daily
13304,B,efficiency-oriented,rarely
13305,B,comfort-oriented,rarely
13306,B,efficiency-oriented,weekly
13307,B,efficiency-oriented,weekly
13308,B,efficiency-oriented,weekly
13309,B,efficiency-oriented,daily
13310,B,efficiency-oriented,daily
13311,A,efficiency-oriented,daily
13312,A,comfort-oriented,daily
13313,A,efficiency-oriented,weekly
13314,B,efficiency-oriented,daily
13315,B,comfort-oriented,daily
13316,A,efficiency-oriented,rarely
13317,A,efficiency-oriented,daily
13318,A,neutral,rarely
13319,B,comfort-oriented,daily
13320,B,neutral,rarely
13321,B,efficiency-oriented,daily
13322,A,comfort-oriented,daily
13323,B,efficiency-oriented,weekly
13324,A,comfort-oriented,rarely
13325,B,efficiency-oriented,daily
13326,A,comfort-oriented,daily
13327,A,efficiency-oriented,daily
13328,A,efficiency-oriented,daily
13329,A,comfort-oriented,weekly
13330,B,comfort-oriented,rarely
13331,A,comfort-oriented,daily
13332,A,efficiency-oriented,daily
13333,B,neutral,weekly
13334,B,neutral,rarely
13335,A,comfort-oriented,daily
13336,B,efficiency-oriented,daily
13337,B,efficiency-oriented,weekly
13338,A,efficiency-oriented,daily
13339,A,neutral,rarely
13340,A,efficiency-oriented,weekly
13341,B,efficiency-oriented,weekly
13342,A,efficiency-oriented,daily
13343,A,efficiency-oriented,daily
13344,B,efficiency-oriented,rarely
13345,B,comfort-oriented,daily
13346,A,comfort-oriented,daily
13347,B,efficiency-oriented,daily
13348,A,comfort-oriented,daily
13349,A,comfort-oriented,weekly
13350,B,efficiency-oriented,daily
13351,B,efficiency-oriented,daily
13352,A,efficiency-oriented,daily
13353,B,efficiency-oriented,rarely
13354,B,neutral,daily
13355,A,comfort-oriented,weekly
13356,B,comfort-oriented,daily
13357,A,efficiency-oriented,daily
13358,B,neutral,weekly
13359,B,efficiency-oriented,weekly
13360,A,comfort-oriented,daily
13361,A,efficiency-oriented,daily
13362,A,efficiency-oriented,weekly
13363,A,comfort-oriented,rarely
13364,A,comfort-oriented,weekly
13365,A,efficiency-oriented,daily
13366,B,comfort-oriented,rarely
13367,A,comfort-oriented,daily
13368,B,comfort-oriented,daily
13369,B,efficiency-oriented,rarely
13370,A,efficiency-oriented,weekly
13371,B,efficiency-oriented,weekly
13372,A,efficiency-oriented,daily
13373,A,efficiency-oriented,daily
13374,B,comfort-oriented,weekly
13375,A,comfort-oriented,rarely
13376,B,efficiency-oriented,daily
13377,B,comfort-oriented,weekly
13378,B,efficiency-oriented,daily
13379,B,efficiency-oriented,rarely
13380,B,efficiency-oriented,daily
13381,A,efficiency-oriented,daily
13382,A,comfort-oriented,daily
13383,B,comfort-oriented,rarely
13384,A,efficiency-oriented,daily
13385,A,neutral,daily
13386,A,comfort-oriented,daily
13387,B,neutral,weekly
13388,A,comfort-oriented,rarely
13389,B,efficiency-oriented,daily
13390,A,comfort-oriented,weekly
13391,A,efficiency-oriented,weekly
13392,A,efficiency-oriented,daily
13393,A,efficiency-oriented,daily
13394,B,efficiency-oriented,daily
13395,A,efficiency-oriented,daily
13396,A,comfort-oriented,weekly
13397,B,comfort-oriented,daily
13398,A,efficiency-oriented,daily
13399,A,efficiency-oriented,daily
13400,A,efficiency-oriented,daily
13401,B,efficiency-oriented,daily
13402,B,efficiency-oriented,daily
13403,A,efficiency-oriented,daily
13404,A,comfort-oriented,daily
13405,A,efficiency-oriented,daily
13406,A,efficiency-oriented,daily
13407,B,efficiency-oriented,weekly
13408,B,efficiency-oriented,rarely
13409,A,efficiency-oriented,daily
13410,B,neutral,daily
13411,A,efficiency-oriented,weekly
13412,A,efficiency-oriented,daily
13413,A,efficiency-oriented,daily
13414,A,comfort-oriented,weekly
13415,B,efficiency-oriented,weekly
13416,A,efficiency-oriented,daily
13417,A,comfort-oriented,rarely
13418,B,efficiency-oriented,daily
13419,B,neutral,daily
13420,B,efficiency-oriented,daily
13421,B,comfort-oriented,rarely
13422,A,efficiency-oriented,weekly
13423,B,efficiency-oriented,daily
13424,B,efficiency-oriented,weekly
13425,B,efficiency-oriented,rarely
13426,B,efficiency-oriented,weekly
13427,A,neutral,daily
13428,B,efficiency-oriented,weekly
13429,A,efficiency-oriented,daily
13430,A,efficiency-oriented,daily
13431,A,neutral,daily
13432,B,comfort-oriented,daily
13433,A,comfort-oriented,rarely
13434,B,efficiency-oriented,rarely
13435,A,comfort-oriented,daily
13436,B,comfort-oriented,daily
13437,A,neutral,daily
13438,B,efficiency-oriented,daily
13439,B,comfort-oriented,daily
13440,A,efficiency-oriented,daily
13441,A,efficiency-oriented,weekly
13442,B,comfort-oriented,daily
13443,B,efficiency-oriented,daily
13444,B,comfort-oriented,weekly
13445,A,efficiency-oriented,weekly
13446,B,efficiency-oriented,weekly
13447,A,efficiency-oriented,rarely
13448,B,efficiency-oriented,weekly
13449,B,neutral,daily
13450,A,efficiency-oriented,rarely
13451,B,efficiency-oriented,daily
13452,B,efficiency-oriented,daily
13453,B,neutral,weekly
13454,A,efficiency-oriented,rarely
13455,A,comfort-oriented,weekly
13456,B,efficiency-oriented,weekly
13457,A,comfort-oriented,weekly
13458,A,comfort-oriented,daily
13459,B,neutral,daily
13460,A,efficiency-oriented,weekly
13461,B,efficiency-oriented,daily
13462,A,comfort-oriented,weekly
13463,A,efficiency-oriented,daily
13464,B,comfort-oriented,daily
13465,B,comfort-oriented,weekly
13466,B,comfort-oriented,daily
13467,B,comfort-oriented,daily
13468,B,efficiency-oriented,weekly
13469,A,efficiency-oriented,daily
13470,A,efficiency-oriented,rarely
13471,A,comfort-oriented,daily
13472,B,comfort-oriented,weekly
13473,A,efficiency-oriented,daily
13474,A,neutral,daily
13475,A,efficiency-oriented,weekly
13476,A,comfort-oriented,weekly
13477,A,efficiency-oriented,rarely
13478,B,neutral,weekly
13479,A,efficiency-oriented,daily
13480,B,comfort-oriented,weekly
13481,B,efficiency-oriented,daily
13482,A,efficiency-oriented,daily
13483,B,neutral,daily
13484,A,efficiency-oriented,daily
13485,B,comfort-oriented,daily
13486,B,efficiency-oriented,rarely
13487,B,comfort-oriented,daily
13488,B,comfort-oriented,daily
13489,A,comfort-oriented,weekly
13490,A,efficiency-oriented,weekly
13491,B,efficiency-oriented,daily
13492,A,efficiency-oriented,daily
13493,A,comfort-oriented,weekly
13494,A,comfort-oriented,daily
13495,B,comfort-oriented,daily
13496,A,neutral,weekly
13497,B,efficiency-oriented,weekly
13498,A,comfort-oriented,weekly
13499,A,efficiency-oriented,daily
13500,B,efficiency-oriented,weekly
13501,A,efficiency-oriented,daily
13502,B,efficiency-oriented,daily
13503,A,efficiency-oriented,daily
13504,A,efficiency-oriented,daily
13505,A,neutral,daily
13506,B,efficiency-oriented,daily
13507,B,efficiency-oriented,daily
13508,B,comfort-oriented,daily
13509,A,efficiency-oriented,daily
13510,B,efficiency-oriented,daily
13511,A,comfort-oriented,weekly
13512,B,efficiency-oriented,weekly
13513,B,neutral,daily
13514,B,comfort-oriented,weekly
13515,A,efficiency-oriented,daily
13516,B,neutral,daily
13517,A,comfort-oriented,daily
13518,B,efficiency-oriented,weekly
13519,A,efficiency-oriented,weekly
13520,A,efficiency-oriented,weekly
13521,A,efficiency-oriented,daily
13522,A,comfort-oriented,daily
13523,A,efficiency-oriented,daily
13524,B,efficiency-oriented,daily
13525,B,efficiency-oriented,daily
13526,B,comfort-oriented,daily
13527,B,neutral,rarely
13528,A,efficiency-oriented,rarely
13529,B,efficiency-oriented,daily
13530,A,efficiency-oriented,weekly
13531,B,efficiency-oriented,weekly
13532,A,efficiency-oriented,daily
13533,A,efficiency-oriented,daily
13534,A,comfort-oriented,weekly
13535,A,neutral,daily
13536,A,comfort-oriented,daily
13537,A,efficiency-oriented,daily
13538,B,neutral,daily
13539,B,comfort-oriented,daily
13540,A,efficiency-oriented,weekly
13541,A,efficiency-oriented,daily
13542,B,efficiency-oriented,daily
13543,A,efficiency-oriented,rarely
13544,B,efficiency-oriented,weekly
13545,A,neutral,rarely
13546,B,neutral,daily
13547,B,efficiency-oriented,daily
13548,B,comfort-oriented,rarely
13549,B,efficiency-oriented,weekly
13550,A,comfort-oriented,daily
13551,A,comfort-oriented,weekly
13552,B,efficiency-oriented,daily
13553,B,efficiency-oriented,weekly
13554,A,comfort-oriented,weekly
13555,B,efficiency-oriented,daily
13556,A,comfort-oriented,rarely
13557,A,comfort-oriented,daily
13558,B,comfort-oriented,weekly
13559,A,efficiency-oriented,daily
13560,B,efficiency-oriented,daily
13561,A,neutral,daily
13562,A,neutral,daily
13563,B,efficiency-oriented,rarely
13564,B,comfort-oriented,weekly
13565,A,neutral,daily
13566,A,efficiency-oriented,weekly
13567,A,comfort-oriented,weekly
13568,A,efficiency-oriented,daily
13569,B,efficiency-oriented,daily
13570,B,efficiency-oriented,daily
13571,A,neutral,daily
13572,A,efficiency-oriented,weekly
13573,B,efficiency-oriented,weekly
13574,B,efficiency-oriented,weekly
13575,B,efficiency-oriented,daily
13576,B,comfort-oriented,daily
13577,A,comfort-oriented,rarely
13578,A,comfort-oriented,weekly
13579,B,efficiency-oriented,daily
13580,B,comfort-oriented,daily
13581,A,neutral,weekly
13582,A,efficiency-oriented,weekly
13583,A,comfort-oriented,rarely
13584,B,efficiency-oriented,daily
13585,A,efficiency-oriented,daily
13586,A,efficiency-oriented,weekly
13587,B,comfort-oriented,daily
13588,A,neutral,rarely
13589,A,comfort-oriented,daily
13590,A,efficiency-oriented,daily
13591,A,efficiency-oriented,daily
13592,A,efficiency-oriented,daily
13593,B,efficiency-oriented,weekly
13594,B,comfort-oriented,daily
13595,A,efficiency-oriented,weekly
13596,A,efficiency-oriented,weekly
13597,B,comfort-oriented,daily
13598,A,efficiency-oriented,weekly
13599,A,comfort-oriented,daily
13600,B,efficiency-oriented,daily
13601,A,neutral,daily
13602,A,comfort-oriented,daily
13603,A,neutral,daily
13604,A,efficiency-oriented,daily
13605,A,neutral,daily
13606,A,efficiency-oriented,daily
13607,A,comfort-oriented,daily
13608,B,efficiency-oriented,weekly
13609,A,neutral,daily
13610,A,efficiency-oriented,daily
13611,B,comfort-oriented,daily
13612,B,neutral,daily
13613,A,comfort-oriented,weekly
13614,A,comfort-oriented,daily
13615,A,comfort-oriented,daily
13616,B,neutral,daily
13617,A,comfort-oriented,weekly
13618,A,efficiency-oriented,daily
13619,A,efficiency-oriented,daily
13620,A,comfort-oriented,weekly
13621,A,efficiency-oriented,rarely
13622,A,efficiency-oriented,daily
13623,B,comfort-oriented,daily
13624,B,efficiency-oriented,daily
13625,A,efficiency-oriented,rarely
13626,A,comfort-oriented,weekly
13627,A,comfort-oriented,weekly
13628,A,efficiency-oriented,daily
13629,B,efficiency-oriented,weekly
13630,B,efficiency-oriented,daily
13631,A,comfort-oriented,daily
13632,A,efficiency-oriented,weekly
13633,A,efficiency-oriented,weekly
13634,B,neutral,weekly
13635,B,comfort-oriented,weekly
13636,B,comfort-oriented,rarely
13637,B,efficiency-oriented,daily
13638,A,efficiency-oriented,daily
13639,B,efficiency-oriented,daily
13640,B,comfort-oriented,daily
13641,B,efficiency-oriented,daily
13642,A,efficiency-oriented,daily
13643,B,neutral,weekly
13644,B,efficiency-oriented,daily
13645,B,comfort-oriented,daily
13646,B,comfort-oriented,daily
13647,B,efficiency-oriented,daily
13648,B,comfort-oriented,weekly
13649,B,efficiency-oriented,weekly
13650,B,efficiency-oriented,rarely
13651,A,efficiency-oriented,daily
13652,A,comfort-oriented,weekly
13653,A,neutral,daily
13654,B,efficiency-oriented,daily
13655,B,comfort-oriented,weekly
13656,B,neutral,daily
13657,A,efficiency-oriented,daily
13658,A,efficiency-oriented,weekly
13659,A,efficiency-oriented,weekly
13660,A,efficiency-oriented,weekly
13661,B,efficiency-oriented,daily
13662,A,comfort-oriented,weekly
13663,B,comfort-oriented,daily
13664,B,efficiency-oriented,daily
13665,A,efficiency-oriented,daily
13666,B,efficiency-oriented,rarely
13667,A,efficiency-oriented,daily
13668,A,comfort-oriented,daily
13669,B,efficiency-oriented,daily
13670,B,efficiency-oriented,weekly
13671,A,efficiency-oriented,weekly
13672,A,efficiency-oriented,weekly
13673,A,comfort-oriented,weekly
13674,A,comfort-oriented,daily
13675,B,comfort-oriented,daily
13676,B,comfort-oriented,daily
13677,A,efficiency-oriented,weekly
13678,B,comfort-oriented,daily
13679,A,efficiency-oriented,weekly
13680,A,efficiency-oriented,daily
13681,B,efficiency-oriented,weekly
13682,B,comfort-oriented,daily
13683,B,efficiency-oriented,rarely
13684,B,comfort-oriented,weekly
13685,B,efficiency-oriented,daily
13686,A,efficiency-oriented,rarely
13687,B,comfort-oriented,weekly
13688,B,efficiency-oriented,daily
13689,A,comfort-oriented,rarely
13690,B,efficiency-oriented,weekly
13691,A,efficiency-oriented,weekly
13692,A,neutral,daily
13693,B,efficiency-oriented,daily
13694,A,efficiency-oriented,daily
13695,B,neutral,daily
13696,A,efficiency-oriented,daily
13697,B,comfort-oriented,daily
13698,A,neutral,daily
13699,A,efficiency-oriented,daily
13700,A,comfort-oriented,weekly
13701,B,comfort-oriented,weekly
13702,B,efficiency-oriented,rarely
13703,B,comfort-oriented,weekly
13704,A,comfort-oriented,weekly
13705,A,efficiency-oriented,daily
13706,A,efficiency-oriented,daily
13707,B,efficiency-oriented,daily
13708,A,neutral,daily
13709,B,efficiency-oriented,weekly
13710,B,efficiency-oriented,daily
13711,A,efficiency-oriented,daily
13712,A,efficiency-oriented,daily
13713,B,efficiency-oriented,daily
13714,A,efficiency-oriented,daily
13715,A,comfort-oriented,daily
13716,A,comfort-oriented,weekly
13717,B,efficiency-oriented,daily
13718,B,efficiency-oriented,daily
13719,A,efficiency-oriented,rarely
13720,A,efficiency-oriented,weekly
13721,A,efficiency-oriented,weekly
13722,B,efficiency-oriented,daily
13723,A,efficiency-oriented,daily
13724,A,efficiency-oriented,daily
13725,B,efficiency-oriented,rarely
13726,B,efficiency-oriented,daily
13727,B,efficiency-oriented,rarely
13728,B,efficiency-oriented,daily
13729,A,comfort-oriented,daily
13730,A,efficiency-oriented,daily
13731,A,efficiency-oriented,daily
13732,A,comfort-oriented,daily
13733,B,efficiency-oriented,daily
13734,B,efficiency-oriented,daily
13735,B,efficiency-oriented,daily
13736,A,neutral,daily
13737,B,efficiency-oriented,daily
13738,B,comfort-oriented,weekly
13739,A,comfort-oriented,daily
13740,B,comfort-oriented,daily
13741,A,comfort-oriented,daily
13742,A,efficiency-oriented,weekly
13743,B,comfort-oriented,daily
13744,B,comfort-oriented,daily
13745,A,comfort-oriented,daily
13746,A,comfort-oriented,weekly
13747,B,efficiency-oriented,daily
13748,B,efficiency-oriented,daily
13749,B,neutral,rarely
13750,A,comfort-oriented,daily
13751,A,efficiency-oriented,daily
13752,A,neutral,weekly
13753,A,efficiency-oriented,rarely
13754,A,efficiency-oriented,weekly
13755,A,comfort-oriented,rarely
13756,B,comfort-oriented,weekly
13757,A,comfort-oriented,daily
13758,B,comfort-oriented,daily
13759,A,comfort-oriented,daily
13760,A,neutral,daily
13761,A,comfort-oriented,daily
13762,A,efficiency-oriented,daily
13763,A,comfort-oriented,daily
13764,B,comfort-oriented,weekly
13765,B,neutral,daily
13766,A,efficiency-oriented,daily
13767,A,efficiency-oriented,daily
13768,B,efficiency-oriented,weekly
13769,B,neutral,weekly
13770,A,neutral,daily
13771,B,efficiency-oriented,rarely
13772,B,comfort-oriented,weekly
13773,B,efficiency-oriented,daily
13774,B,comfort-oriented,daily
13775,B,efficiency-oriented,daily
13776,B,neutral,daily
13777,A,efficiency-oriented,daily
13778,B,comfort-oriented,weekly
13779,B,efficiency-oriented,daily
13780,B,comfort-oriented,weekly
13781,B,comfort-oriented,weekly
13782,A,efficiency-oriented,daily
13783,A,efficiency-oriented,rarely
13784,A,comfort-oriented,daily
13785,A,efficiency-oriented,rarely
13786,A,comfort-oriented,weekly
13787,B,comfort-oriented,daily
13788,A,efficiency-oriented,weekly
13789,B,comfort-oriented,rarely
13790,B,efficiency-oriented,daily
13791,A,neutral,daily
13792,A,efficiency-oriented,daily
13793,B,comfort-oriented,weekly
13794,B,comfort-oriented,daily
13795,B,comfort-oriented,weekly
13796,B,comfort-oriented,daily
13797,B,comfort-oriented,daily
13798,B,comfort-oriented,weekly
13799,B,neutral,daily
13800,B,efficiency-oriented,daily
13801,B,comfort-oriented,daily
13802,A,efficiency-oriented,daily
13803,B,efficiency-oriented,daily
13804,A,efficiency-oriented,weekly
13805,B,efficiency-oriented,daily
13806,A,comfort-oriented,daily
13807,A,efficiency-oriented,daily
13808,A,comfort-oriented,daily
13809,A,efficiency-oriented,weekly
13810,A,comfort-oriented,daily
13811,B,efficiency-oriented,daily
13812,A,comfort-oriented,daily
13813,A,comfort-oriented,daily
13814,A,efficiency-oriented,daily
13815,B,neutral,daily
13816,A,efficiency-oriented,weekly
13817,A,efficiency-oriented,rarely
13818,A,efficiency-oriented,daily
13819,B,comfort-oriented,weekly
13820,A,efficiency-oriented,daily
13821,A,efficiency-oriented,daily
13822,A,efficiency-oriented,daily
13823,B,comfort-oriented,daily
13824,A,comfort-oriented,daily
13825,B,efficiency-oriented,daily
13826,A,neutral,weekly
13827,A,comfort-oriented,daily
13828,A,comfort-oriented,daily
13829,A,efficiency-oriented,daily
13830,A,comfort-oriented,weekly
13831,A,comfort-oriented,daily
13832,A,comfort-oriented,daily
13833,B,efficiency-oriented,weekly
13834,B,efficiency-oriented,weekly
13835,A,efficiency-oriented,daily
13836,B,efficiency-oriented,daily
13837,B,comfort-oriented,weekly
13838,B,comfort-oriented,daily
13839,A,comfort-oriented,daily
13840,B,comfort-oriented,weekly
13841,A,efficiency-oriented,weekly
13842,B,comfort-oriented,daily
13843,A,efficiency-oriented,daily
13844,A,comfort-oriented,weekly
13845,A,comfort-oriented,daily
13846,A,efficiency-oriented,weekly
13847,B,efficiency-oriented,weekly
13848,A,efficiency-oriented,rarely
13849,B,efficiency-oriented,rarely
13850,A,efficiency-oriented,daily
13851,A,efficiency-oriented,daily
13852,B,efficiency-oriented,daily
13853,B,neutral,weekly
13854,A,efficiency-oriented,weekly
13855,A,neutral,daily
13856,B,comfort-oriented,daily
13857,A,efficiency-oriented,daily
13858,B,neutral,daily
13859,B,efficiency-oriented,weekly
13860,A,efficiency-oriented,daily
13861,A,efficiency-oriented,weekly
13862,A,efficiency-oriented,daily
13863,A,efficiency-oriented,weekly
13864,B,comfort-oriented,weekly
13865,B,efficiency-oriented,daily
13866,B,efficiency-oriented,weekly
13867,B,efficiency-oriented,daily
13868,A,comfort-oriented,daily
13869,B,efficiency-oriented,weekly
13870,A,efficiency-oriented,daily
13871,B,efficiency-oriented,daily
13872,A,efficiency-oriented,daily
13873,B,neutral,daily
13874,B,comfort-oriented,daily
13875,A,comfort-oriented,weekly
13876,A,efficiency-oriented,daily
13877,B,efficiency-oriented,daily
13878,A,efficiency-oriented,daily
13879,B,neutral,daily
13880,B,efficiency-oriented,daily
13881,A,efficiency-oriented,daily
13882,A,efficiency-oriented,weekly
13883,B,comfort-oriented,daily
13884,A,efficiency-oriented,weekly
13885,A,comfort-oriented,weekly
13886,B,efficiency-oriented,daily
13887,B,efficiency-oriented,daily
13888,A,efficiency-oriented,daily
13889,A,efficiency-oriented,daily
13890,B,efficiency-oriented,daily
13891,B,efficiency-oriented,daily
13892,B,comfort-oriented,weekly
13893,A,efficiency-oriented,weekly
13894,B,neutral,daily
13895,B,comfort-oriented,weekly
13896,B,comfort-oriented,daily
13897,B,comfort-oriented,weekly
13898,A,comfort-oriented,daily
13899,B,efficiency-oriented,daily
13900,A,comfort-oriented,weekly
13901,A,efficiency-oriented,daily
13902,B,efficiency-oriented,daily
13903,B,comfort-oriented,weekly
13904,B,comfort-oriented,daily
13905,B,efficiency-oriented,daily
13906,A,comfort-oriented,daily
13907,B,efficiency-oriented,daily
13908,A,efficiency-oriented,weekly
13909,B,efficiency-oriented,daily
13910,A,neutral,daily
13911,B,efficiency-oriented,weekly
13912,A,efficiency-oriented,daily
13913,B,efficiency-oriented,daily
13914,B,efficiency-oriented,daily
13915,A,efficiency-oriented,daily
13916,B,efficiency-oriented,daily
13917,B,comfort-oriented,weekly
13918,B,efficiency-oriented,daily
13919,B,comfort-oriented,weekly
13920,A,comfort-oriented,weekly
13921,A,efficiency-oriented,daily
13922,A,comfort-oriented,daily
13923,A,efficiency-oriented,weekly
13924,A,efficiency-oriented,daily
13925,B,efficiency-oriented,daily
13926,A,efficiency-oriented,daily
13927,A,efficiency-oriented,weekly
13928,A,efficiency-oriented,rarely
13929,B,comfort-oriented,daily
13930,B,comfort-oriented,weekly
13931,A,neutral,weekly
13932,B,efficiency-oriented,weekly
13933,A,neutral,daily
13934,B,comfort-oriented,rarely
13935,B,comfort-oriented,weekly
13936,A,neutral,daily
13937,B,efficiency-oriented,daily
13938,B,comfort-oriented,weekly
13939,A,comfort-oriented,rarely
13940,B,efficiency-oriented,daily
13941,A,comfort-oriented,weekly
13942,A,efficiency-oriented,daily
13943,A,efficiency-oriented,weekly
13944,A,comfort-oriented,weekly
13945,A,efficiency-oriented,weekly
13946,B,efficiency-oriented,weekly
13947,A,comfort-oriented,daily
13948,A,efficiency-oriented,daily
13949,B,efficiency-oriented,daily
13950,B,efficiency-oriented,daily
13951,B,efficiency-oriented,daily
13952,B,efficiency-oriented,weekly
13953,B,efficiency-oriented,daily
13954,B,efficiency-oriented,weekly
13955,B,efficiency-oriented,daily
13956,B,efficiency-oriented,daily
13957,A,efficiency-oriented,daily
13958,A,comfort-oriented,weekly
13959,B,efficiency-oriented,daily
13960,A,efficiency-oriented,daily
13961,A,comfort-oriented,weekly
13962,B,comfort-oriented,daily
13963,B,efficiency-oriented,daily
13964,A,comfort-oriented,weekly
13965,B,efficiency-oriented,weekly
13966,B,comfort-oriented,rarely
13967,B,comfort-oriented,daily
13968,B,comfort-oriented,daily
13969,B,efficiency-oriented,weekly
13970,B,efficiency-oriented,daily
13971,A,comfort-oriented,daily
13972,B,efficiency-oriented,daily
13973,B,comfort-oriented,weekly
13974,B,efficiency-oriented,weekly
13975,B,comfort-oriented,daily
13976,A,neutral,daily
13977,B,efficiency-oriented,weekly
13978,A,comfort-oriented,weekly
13979,A,efficiency-oriented,daily
13980,A,comfort-oriented,daily
13981,A,comfort-oriented,daily
13982,B,efficiency-oriented,weekly
13983,A,efficiency-oriented,daily
13984,A,comfort-oriented,daily
13985,B,efficiency-oriented,daily
13986,A,comfort-oriented,daily
13987,A,comfort-oriented,weekly
13988,A,efficiency-oriented,rarely
13989,A,efficiency-oriented,weekly
13990,A,efficiency-oriented,weekly
13991,A,efficiency-oriented,daily
13992,B,neutral,weekly
13993,A,comfort-oriented,daily
13994,A,efficiency-oriented,daily
13995,B,neutral,weekly
13996,A,efficiency-oriented,weekly
13997,B,neutral,daily
13998,A,efficiency-oriented,weekly
13999,A,efficiency-oriented,daily
14000,B,efficiency-oriented,weekly
14001,A,efficiency-oriented,daily
14002,A,comfort-oriented,daily
14003,B,comfort-oriented,weekly
14004,A,comfort-oriented,weekly
14005,B,comfort-oriented,weekly
14006,B,efficiency-oriented,weekly
14007,A,comfort-oriented,daily
14008,B,efficiency-oriented,daily
14009,B,neutral,daily
14010,B,neutral,daily
14011,B,efficiency-oriented,weekly
14012,B,comfort-oriented,weekly
14013,A,efficiency-oriented,daily
14014,B,comfort-oriented,weekly
14015,A,efficiency-oriented,daily
14016,A,comfort-oriented,daily
14017,B,comfort-oriented,daily
14018,A,neutral,daily
14019,B,comfort-oriented,daily
14020,A,efficiency-oriented,daily
14021,B,efficiency-oriented,weekly
14022,A,efficiency-oriented,daily
14023,A,comfort-oriented,weekly
14024,A,comfort-oriented,weekly
14025,B,efficiency-oriented,daily
14026,A,comfort-oriented,daily
